task_id,created_at,assigned_at,start_move_at,arrived_at,start_service_at,end_service_at,from_node,to_node,distance_m,robot_id,status
1287,2025-06-03 11:26:57,2025-06-03 11:28:18.368859,2025-06-03 11:28:24.661368,2025-06-03 11:29:39.831392,2025-06-03 11:29:43.989590,2025-06-03 11:30:43.199546,N15,N17,71.4,R6,done
1288,2025-06-03 01:09:49,2025-06-03 01:10:23.788013,2025-06-03 01:10:43.051498,2025-06-03 01:11:18.938837,2025-06-03 01:11:24.354558,2025-06-03 01:12:19.507643,N01,N17,33.2,R1,done
1289,2025-06-03 09:49:10,2025-06-03 09:49:29.532754,2025-06-03 09:49:30.458335,2025-06-03 09:51:00.672217,2025-06-03 09:51:08.456407,2025-06-03 09:52:07.935420,N14,N02,84.0,R4,done
1290,2025-06-03 16:41:09,2025-06-03 16:41:41.271822,2025-06-03 16:41:52.519604,2025-06-03 16:43:05.796967,2025-06-03 16:43:12.912888,2025-06-03 16:44:19.258381,N19,N02,71.6,R6,failed
1291,2025-06-03 18:56:33,2025-06-03 18:56:50.402863,2025-06-03 18:56:58.899491,2025-06-03 18:58:28.372387,2025-06-03 18:58:30.785781,2025-06-03 18:59:21.874281,N10,N14,82.5,R4,done
1292,2025-06-03 16:55:19,2025-06-03 16:56:13.224480,2025-06-03 16:56:30.934342,2025-06-03 16:57:43.217455,2025-06-03 16:57:51.693425,2025-06-03 16:58:27.991433,N11,N12,70.8,R1,done
1293,2025-06-03 21:39:58,2025-06-03 21:41:14.056408,2025-06-03 21:41:23.414417,2025-06-03 21:43:01.023620,2025-06-03 21:43:04.126371,2025-06-03 21:43:56.382588,N05,N13,92.9,R4,done
1294,2025-06-03 21:39:50,2025-06-03 21:41:40.992048,2025-06-03 21:41:43.270681,2025-06-03 21:42:49.720723,2025-06-03 21:42:52.605694,2025-06-03 21:43:41.693427,N20,N15,51.7,R6,done
1295,2025-06-03 19:41:25,2025-06-03 19:42:20.298436,2025-06-03 19:42:31.369281,2025-06-03 19:44:12.160733,2025-06-03 19:44:15.025449,2025-06-03 19:45:14.985974,N07,N10,98.7,R1,done
1296,2025-06-04 10:46:46,2025-06-04 10:47:18.414115,2025-06-04 10:47:24.312473,2025-06-04 10:48:19.164017,2025-06-04 10:48:22.688507,2025-06-04 10:49:25.066419,N05,N17,50.7,R5,done
1297,2025-06-04 04:35:19,2025-06-04 04:36:56.720450,2025-06-04 04:37:14.951605,2025-06-04 04:37:43.926882,2025-06-04 04:37:46.751385,2025-06-04 04:38:17.598654,N17,N11,21.5,R6,done
1298,2025-06-04 01:50:34,2025-06-04 01:51:01.422892,2025-06-04 01:51:14.637169,2025-06-04 01:52:32.300495,2025-06-04 01:52:38.175344,2025-06-04 01:53:29.812663,N19,N09,76.3,R2,done
1299,2025-06-04 09:27:32,2025-06-04 09:27:38.654906,2025-06-04 09:27:52.623697,2025-06-04 09:28:57.275144,2025-06-04 09:29:03.228004,2025-06-04 09:30:31.535025,N04,N02,57.5,R3,done
1300,2025-06-04 13:07:03,2025-06-04 13:09:44.577957,2025-06-04 13:10:03.787035,2025-06-04 13:11:23.647145,2025-06-04 13:11:27.145783,2025-06-04 13:12:30.861231,N04,N15,75.4,R3,done
1301,2025-06-04 00:21:15,2025-06-04 00:21:31.861550,2025-06-04 00:21:45.046809,2025-06-04 00:23:26.657903,2025-06-04 00:23:29.332025,2025-06-04 00:24:21.750728,N19,N20,95.4,R6,done
1302,2025-06-04 15:34:54,2025-06-04 15:36:50.915472,2025-06-04 15:36:59.416085,2025-06-04 15:38:15.697198,2025-06-04 15:38:20.151156,2025-06-04 15:39:14.551472,N20,N08,69.3,R3,done
1303,2025-06-04 16:52:45,2025-06-04 16:53:33.646877,2025-06-04 16:53:48.713887,2025-06-04 16:55:11.568754,2025-06-04 16:55:17.636144,2025-06-04 16:56:22.911918,N19,N05,71.0,R6,done
1304,2025-06-04 17:06:20,2025-06-04 17:07:05.632825,2025-06-04 17:07:23.030234,2025-06-04 17:09:30.676103,2025-06-04 17:09:34.550509,2025-06-04 17:11:02.163863,N17,N19,124.8,R2,done
1305,2025-06-04 10:06:09,2025-06-04 10:07:49.467489,2025-06-04 10:07:56.280206,2025-06-04 10:10:13.246006,2025-06-04 10:10:17.795303,2025-06-04 10:11:12.371793,N14,N20,128.1,R1,done
1306,2025-06-04 11:08:30,2025-06-04 11:09:07.319289,2025-06-04 11:09:14.248571,2025-06-04 11:11:37.782002,2025-06-04 11:11:40.537033,2025-06-04 11:12:29.803215,N07,N15,130.0,R1,done
1307,2025-06-04 13:37:35,2025-06-04 13:38:14.240249,2025-06-04 13:38:24.116656,2025-06-04 13:40:17.812015,2025-06-04 13:40:25.146450,2025-06-04 13:41:21.612712,N17,N13,109.2,R3,done
1308,2025-06-04 15:28:44,2025-06-04 15:29:21.145905,2025-06-04 15:29:35.151814,2025-06-04 15:31:51.394052,2025-06-04 15:31:54.078554,2025-06-04 15:33:14.725940,N16,N14,127.7,R2,done
1309,2025-06-04 05:45:29,2025-06-04 05:47:31.442514,2025-06-04 05:47:40.808504,2025-06-04 05:49:16.326303,2025-06-04 05:49:22.009811,2025-06-04 05:50:14.128230,N05,N17,84.5,R5,done
1310,2025-06-04 08:30:02,2025-06-04 08:30:12.275389,2025-06-04 08:30:23.019433,2025-06-04 08:31:08.286043,2025-06-04 08:31:12.920438,2025-06-04 08:31:54.373208,N06,N18,41.1,R3,done
1311,2025-06-04 05:54:26,2025-06-04 05:55:49.271878,2025-06-04 05:55:58.201159,2025-06-04 05:57:04.263159,2025-06-04 05:57:07.191951,2025-06-04 05:57:53.307367,N04,N20,53.8,R3,done
1312,2025-06-04 01:09:07,2025-06-04 01:10:09.019800,2025-06-04 01:10:22.493146,2025-06-04 01:12:12.417685,2025-06-04 01:12:14.644149,2025-06-04 01:13:35.246199,N12,N10,106.4,R3,done
1313,2025-06-04 12:50:09,2025-06-04 12:51:16.681276,2025-06-04 12:51:26.909890,2025-06-04 12:52:55.687431,2025-06-04 12:53:02.235477,2025-06-04 12:53:56.466685,N05,N19,76.7,R4,done
1314,2025-06-04 21:56:18,2025-06-04 21:57:27.827431,2025-06-04 21:57:39.305759,2025-06-04 21:59:05.811604,2025-06-04 21:59:09.222512,2025-06-04 21:59:40.693584,N07,N06,79.8,R6,done
1315,2025-06-04 05:22:04,2025-06-04 05:22:53.223816,2025-06-04 05:23:02.973489,2025-06-04 05:23:12.172756,2025-06-04 05:23:17.030945,2025-06-04 05:24:18.625727,N02,N14,5.0,R4,done
1316,2025-06-04 14:57:21,2025-06-04 14:57:38.693044,2025-06-04 14:57:45.241663,2025-06-04 14:58:59.508960,2025-06-04 14:59:07.010277,2025-06-04 15:00:01.846559,N13,N16,69.9,R6,done
1317,2025-06-04 05:08:32,2025-06-04 05:09:01.145846,2025-06-04 05:09:14.487616,2025-06-04 05:10:14.121651,2025-06-04 05:10:22.104999,2025-06-04 05:11:09.297910,N15,N20,44.3,R6,done
1318,2025-06-04 20:20:05,2025-06-04 20:21:59.483288,2025-06-04 20:22:06.880135,2025-06-04 20:23:49.638894,2025-06-04 20:23:52.246985,2025-06-04 20:25:24.575431,N20,N14,101.7,R4,done
1319,2025-06-04 11:34:02,2025-06-04 11:34:20.290496,2025-06-04 11:34:25.018971,2025-06-04 11:36:06.066180,2025-06-04 11:36:10.782855,2025-06-04 11:36:58.527929,N15,N09,88.2,R6,done
1320,2025-06-04 07:01:36,2025-06-04 07:04:13.159692,2025-06-04 07:04:21.139215,2025-06-04 07:06:07.961753,2025-06-04 07:06:09.922175,2025-06-04 07:07:58.588712,N10,N18,89.1,R6,done
1321,2025-06-04 14:12:39,2025-06-04 14:13:55.169546,2025-06-04 14:14:08.888125,2025-06-04 14:15:16.199917,2025-06-04 14:15:18.674187,2025-06-04 14:15:48.110742,N18,N19,59.8,R1,cancelled
1322,2025-06-04 13:48:30,2025-06-04 13:49:34.676962,2025-06-04 13:49:42.177607,2025-06-04 13:50:29.083701,2025-06-04 13:50:31.249548,2025-06-04 13:51:50.561294,N17,N01,43.1,R1,done
1323,2025-06-04 13:01:17,2025-06-04 13:02:38.268885,2025-06-04 13:02:44.552526,2025-06-04 13:04:55.104398,2025-06-04 13:05:03.169159,2025-06-04 13:06:17.817148,N07,N08,123.7,R6,done
1324,2025-06-04 14:05:51,2025-06-04 14:09:29.769997,2025-06-04 14:09:42.470086,2025-06-04 14:11:25.431280,2025-06-04 14:11:35.585389,2025-06-04 14:12:26.832214,N18,N11,92.6,R4,done
1325,2025-06-04 13:59:01,2025-06-04 14:00:48.590085,2025-06-04 14:01:01.199327,2025-06-04 14:02:32.191942,2025-06-04 14:02:33.191942,2025-06-04 14:03:26.056880,N11,N14,85.2,R2,done
1326,2025-06-04 20:20:24,2025-06-04 20:22:00.687925,2025-06-04 20:22:10.758467,2025-06-04 20:22:55.822331,2025-06-04 20:23:02.488888,2025-06-04 20:24:00.612415,N09,N03,37.3,R1,failed
1327,2025-06-04 13:18:09,2025-06-04 13:20:06.356807,2025-06-04 13:20:24.384864,2025-06-04 13:22:12.889588,2025-06-04 13:22:14.843243,2025-06-04 13:23:15.519615,N06,N09,97.9,R1,done
1328,2025-06-04 22:43:10,2025-06-04 22:44:02.414701,2025-06-04 22:44:17.666299,2025-06-04 22:45:24.711250,2025-06-04 22:45:27.819707,2025-06-04 22:46:41.530599,N02,N11,64.1,R2,done
1329,2025-06-04 02:24:06,2025-06-04 02:24:39.698426,2025-06-04 02:24:54.379455,2025-06-04 02:26:16.445581,2025-06-04 02:26:20.413619,2025-06-04 02:27:15.242449,N11,N05,79.7,R4,done
1330,2025-06-04 08:52:57,2025-06-04 08:54:32.143562,2025-06-04 08:54:43.304535,2025-06-04 08:56:25.741693,2025-06-04 08:56:31.629665,2025-06-04 08:57:40.243047,N04,N02,92.5,R2,done
1331,2025-06-04 14:15:31,2025-06-04 14:17:22.835842,2025-06-04 14:17:39.691547,2025-06-04 14:18:53.479527,2025-06-04 14:18:59.821563,2025-06-04 14:20:40.833551,N17,N20,71.6,R4,cancelled
1332,2025-06-04 09:20:29,2025-06-04 09:22:24.772052,2025-06-04 09:22:34.452663,2025-06-04 09:24:28.038634,2025-06-04 09:24:33.183889,2025-06-04 09:25:14.341822,N18,N14,112.0,R1,done
1333,2025-06-04 11:14:58,2025-06-04 11:15:45.885696,2025-06-04 11:15:53.797966,2025-06-04 11:17:58.726026,2025-06-04 11:18:06.241252,2025-06-04 11:19:40.919146,N01,N09,123.2,R5,cancelled
1334,2025-06-04 16:15:48,2025-06-04 16:16:17.244945,2025-06-04 16:16:24.954260,2025-06-04 16:17:33.591159,2025-06-04 16:17:37.122607,2025-06-04 16:18:27.300096,N18,N05,64.0,R3,done
1335,2025-06-04 11:54:40,2025-06-04 11:55:17.648182,2025-06-04 11:55:32.974098,2025-06-04 11:56:39.029778,2025-06-04 11:56:43.851371,2025-06-04 11:57:23.486013,N17,N07,60.4,R2,done
1336,2025-06-04 23:50:15,2025-06-04 23:50:46.082624,2025-06-04 23:50:47.041147,2025-06-04 23:53:03.146035,2025-06-04 23:53:11.061004,2025-06-04 23:54:14.758452,N18,N14,128.3,R5,done
1337,2025-06-04 00:29:53,2025-06-04 00:30:40.131885,2025-06-04 00:31:01.779972,2025-06-04 00:31:41.754329,2025-06-04 00:31:50.082713,2025-06-04 00:32:46.363410,N20,N10,34.3,R6,failed
1338,2025-06-04 00:59:58,2025-06-04 01:00:40.560049,2025-06-04 01:00:49.146252,2025-06-04 01:01:56.658362,2025-06-04 01:02:00.662875,2025-06-04 01:02:33.393340,N16,N09,65.7,R5,done
1339,2025-06-04 16:22:53,2025-06-04 16:23:28.690541,2025-06-04 16:23:39.390915,2025-06-04 16:25:40.157752,2025-06-04 16:25:42.255299,2025-06-04 16:26:41.624256,N07,N19,113.4,R5,done
1340,2025-06-04 07:34:36,2025-06-04 07:36:56.270120,2025-06-04 07:37:08.934579,2025-06-04 07:38:04.176588,2025-06-04 07:38:10.194680,2025-06-04 07:39:34.286200,N03,N10,52.3,R1,done
1341,2025-06-04 05:08:46,2025-06-04 05:09:30.984749,2025-06-04 05:09:38.245642,2025-06-04 05:11:28.029546,2025-06-04 05:11:30.041019,2025-06-04 05:12:10.759524,N18,N09,107.0,R4,done
1342,2025-06-04 13:51:20,2025-06-04 13:52:02.532287,2025-06-04 13:52:09.397044,2025-06-04 13:53:39.899261,2025-06-04 13:53:44.634053,2025-06-04 13:54:42.842515,N11,N09,85.4,R6,done
1343,2025-06-04 08:20:21,2025-06-04 08:20:44.941598,2025-06-04 08:20:57.623544,2025-06-04 08:22:53.852294,2025-06-04 08:22:59.344858,2025-06-04 08:23:53.782118,N07,N15,115.3,R5,done
1344,2025-06-04 21:08:41,2025-06-04 21:08:55.426933,2025-06-04 21:09:00.530671,2025-06-04 21:10:12.270593,2025-06-04 21:10:15.288411,2025-06-04 21:11:19.753967,N01,N16,66.8,R1,done
1345,2025-06-04 16:26:35,2025-06-04 16:26:53.567974,2025-06-04 16:26:59.535375,2025-06-04 16:29:14.144035,2025-06-04 16:29:18.810500,2025-06-04 16:30:03.763850,N16,N13,119.9,R5,done
1346,2025-06-04 20:41:04,2025-06-04 20:42:52.211395,2025-06-04 20:42:58.557020,2025-06-04 20:43:50.295183,2025-06-04 20:43:54.792079,2025-06-04 20:46:14.598474,N18,N01,48.0,R6,done
1347,2025-06-04 05:52:24,2025-06-04 05:55:14.705764,2025-06-04 05:55:27.761119,2025-06-04 05:55:52.574304,2025-06-04 05:55:56.408300,2025-06-04 05:56:59.340328,N20,N12,22.2,R4,done
1348,2025-06-04 17:44:00,2025-06-04 17:44:29.848690,2025-06-04 17:44:29.848690,2025-06-04 17:45:31.459771,2025-06-04 17:45:39.016641,2025-06-04 17:47:11.508089,N04,N15,60.1,R3,done
1349,2025-06-04 11:14:47,2025-06-04 11:16:50.665145,2025-06-04 11:16:57.407932,2025-06-04 11:17:48.072685,2025-06-04 11:17:51.057116,2025-06-04 11:18:49.610469,N01,N09,50.0,R6,done
1350,2025-06-04 10:05:52,2025-06-04 10:07:26.693466,2025-06-04 10:07:34.321014,2025-06-04 10:09:08.652345,2025-06-04 10:09:14.436002,2025-06-04 10:10:19.847928,N20,N10,92.9,R6,done
1351,2025-06-04 23:23:02,2025-06-04 23:24:54.004043,2025-06-04 23:25:00.642075,2025-06-04 23:26:27.665478,2025-06-04 23:26:29.547872,2025-06-04 23:27:19.157512,N09,N16,80.6,R6,done
1352,2025-06-04 08:12:52,2025-06-04 08:14:32.802191,2025-06-04 08:14:41.389274,2025-06-04 08:15:24.615737,2025-06-04 08:15:27.489664,2025-06-04 08:16:26.863924,N13,N04,39.7,R3,done
1353,2025-06-04 13:35:12,2025-06-04 13:37:00.541493,2025-06-04 13:37:13.213229,2025-06-04 13:38:46.652923,2025-06-04 13:38:54.094489,2025-06-04 13:40:10.112533,N19,N20,92.6,R2,done
1354,2025-06-04 05:04:08,2025-06-04 05:07:49.258969,2025-06-04 05:08:04.753039,2025-06-04 05:08:42.197251,2025-06-04 05:08:47.024817,2025-06-04 05:10:07.795664,N09,N19,30.3,R2,done
1355,2025-06-04 17:17:12,2025-06-04 17:17:32.466166,2025-06-04 17:17:41.042219,2025-06-04 17:18:59.198812,2025-06-04 17:19:01.283260,2025-06-04 17:19:37.977182,N01,N18,76.1,R5,done
1356,2025-06-04 14:29:00,2025-06-04 14:29:39.985395,2025-06-04 14:29:47.556442,2025-06-04 14:31:20.685183,2025-06-04 14:31:26.409012,2025-06-04 14:32:02.013064,N14,N02,90.2,R3,done
1357,2025-06-04 23:17:07,2025-06-04 23:19:14.296042,2025-06-04 23:19:25.422391,2025-06-04 23:20:29.236613,2025-06-04 23:20:35.281290,2025-06-04 23:21:43.832995,N17,N15,56.1,R4,done
1358,2025-06-04 17:56:46,2025-06-04 17:57:10.660385,2025-06-04 17:57:20.372628,2025-06-04 17:58:14.312092,2025-06-04 17:58:19.354537,2025-06-04 17:59:16.884298,N08,N02,50.8,R3,done
1359,2025-06-04 13:20:00,2025-06-04 13:21:03.348697,2025-06-04 13:21:20.332498,2025-06-04 13:22:19.223615,2025-06-04 13:22:24.673517,2025-06-04 13:23:41.625893,N13,N07,52.0,R3,done
1360,2025-06-04 14:01:47,2025-06-04 14:03:44.997623,2025-06-04 14:03:56.901402,2025-06-04 14:05:13.451184,2025-06-04 14:05:19.416251,2025-06-04 14:05:47.638779,N08,N14,62.9,R1,done
1361,2025-06-04 07:21:19,2025-06-04 07:23:00.253457,2025-06-04 07:23:08.278223,2025-06-04 07:24:54.383498,2025-06-04 07:24:59.043858,2025-06-04 07:25:56.814184,N03,N04,99.8,R1,done
1362,2025-06-04 19:37:51,2025-06-04 19:38:20.751270,2025-06-04 19:38:36.361932,2025-06-04 19:39:13.649002,2025-06-04 19:39:21.320143,2025-06-04 19:40:12.574275,N11,N09,30.4,R2,done
1363,2025-06-04 08:21:53,2025-06-04 08:23:10.697976,2025-06-04 08:23:13.168814,2025-06-04 08:25:07.234009,2025-06-04 08:25:11.343313,2025-06-04 08:26:03.094547,N02,N11,109.3,R5,done
1364,2025-06-04 22:49:38,2025-06-04 22:49:55.256648,2025-06-04 22:50:13.470278,2025-06-04 22:51:51.552328,2025-06-04 22:51:54.417460,2025-06-04 22:52:51.297121,N20,N15,96.0,R1,done
1365,2025-06-04 14:05:03,2025-06-04 14:05:32.684469,2025-06-04 14:05:39.068627,2025-06-04 14:06:27.855180,2025-06-04 14:06:31.474898,2025-06-04 14:08:09.884587,N02,N13,42.2,R3,done
1366,2025-06-04 16:50:08,2025-06-04 16:51:46.553552,2025-06-04 16:51:46.553552,2025-06-04 16:53:32.199767,2025-06-04 16:53:38.603413,2025-06-04 16:54:38.753135,N02,N15,103.2,R1,done
1367,2025-06-04 15:04:06,2025-06-04 15:04:49.023947,2025-06-04 15:04:56.358978,2025-06-04 15:06:43.376581,2025-06-04 15:06:47.574354,2025-06-04 15:07:43.969732,N02,N18,99.1,R1,done
1368,2025-06-04 10:06:39,2025-06-04 10:07:07.377030,2025-06-04 10:07:13.467961,2025-06-04 10:09:02.268169,2025-06-04 10:09:06.415026,2025-06-04 10:09:44.998179,N14,N08,103.3,R5,done
1369,2025-06-04 15:29:24,2025-06-04 15:31:58.997393,2025-06-04 15:32:08.822685,2025-06-04 15:33:19.385472,2025-06-04 15:33:23.360312,2025-06-04 15:34:14.008762,N15,N14,68.3,R5,done
1370,2025-06-04 10:43:50,2025-06-04 10:45:50.454872,2025-06-04 10:46:02.300959,2025-06-04 10:47:07.982872,2025-06-04 10:47:12.483085,2025-06-04 10:48:11.430304,N01,N15,64.8,R5,done
1371,2025-06-04 07:06:00,2025-06-04 07:07:13.003671,2025-06-04 07:07:24.464515,2025-06-04 07:08:58.687093,2025-06-04 07:09:05.382254,2025-06-04 07:09:54.337182,N20,N03,88.8,R5,done
1372,2025-06-04 07:36:08,2025-06-04 07:36:30.884765,2025-06-04 07:36:46.066690,2025-06-04 07:38:17.127283,2025-06-04 07:38:20.467142,2025-06-04 07:39:35.784323,N17,N09,86.5,R3,done
1373,2025-06-04 17:28:11,2025-06-04 17:28:49.418189,2025-06-04 17:29:07.130925,2025-06-04 17:30:19.946101,2025-06-04 17:30:27.172487,2025-06-04 17:31:21.178767,N08,N05,71.5,R1,done
1374,2025-06-04 09:27:32,2025-06-04 09:29:20.213241,2025-06-04 09:29:26.749168,2025-06-04 09:30:48.298745,2025-06-04 09:30:53.457904,2025-06-04 09:31:34.975088,N12,N10,78.1,R5,done
1375,2025-06-04 18:09:30,2025-06-04 18:09:47.756416,2025-06-04 18:09:53.755302,2025-06-04 18:11:59.930981,2025-06-04 18:12:04.598089,2025-06-04 18:13:08.968062,N10,N11,123.0,R3,done
1376,2025-06-04 00:37:42,2025-06-04 00:38:05.945079,2025-06-04 00:38:15.311447,2025-06-04 00:40:12.738551,2025-06-04 00:40:17.843297,2025-06-04 00:41:31.196602,N05,N02,113.2,R2,done
1377,2025-06-04 19:54:03,2025-06-04 19:54:55.109675,2025-06-04 19:55:07.015898,2025-06-04 19:57:03.224081,2025-06-04 19:57:07.557451,2025-06-04 19:58:20.235070,N14,N12,111.4,R2,failed
1378,2025-06-04 15:12:50,2025-06-04 15:14:14.370432,2025-06-04 15:14:21.093402,2025-06-04 15:15:34.709624,2025-06-04 15:15:35.990298,2025-06-04 15:17:06.640804,N03,N11,67.8,R2,done
1379,2025-06-04 16:29:38,2025-06-04 16:30:34.168506,2025-06-04 16:30:46.230286,2025-06-04 16:31:59.611744,2025-06-04 16:32:00.685398,2025-06-04 16:32:58.064363,N11,N19,59.5,R5,cancelled
1380,2025-06-04 15:26:21,2025-06-04 15:26:56.458841,2025-06-04 15:27:11.677408,2025-06-04 15:29:13.076006,2025-06-04 15:29:17.205510,2025-06-04 15:30:26.003439,N06,N04,115.9,R4,done
1381,2025-06-04 21:31:14,2025-06-04 21:32:26.736707,2025-06-04 21:32:29.276197,2025-06-04 21:33:18.888255,2025-06-04 21:33:23.178695,2025-06-04 21:35:02.667997,N01,N08,37.7,R6,done
1382,2025-06-04 15:15:30,2025-06-04 15:16:03.750672,2025-06-04 15:16:11.257682,2025-06-04 15:17:27.507942,2025-06-04 15:17:33.962278,2025-06-04 15:18:59.168718,N11,N13,73.7,R2,done
1383,2025-06-04 19:00:23,2025-06-04 19:03:35.470757,2025-06-04 19:03:44.131929,2025-06-04 19:05:18.180197,2025-06-04 19:05:23.349657,2025-06-04 19:06:32.390565,N01,N03,82.0,R3,done
1384,2025-06-04 05:18:28,2025-06-04 05:21:04.029463,2025-06-04 05:21:16.939480,2025-06-04 05:22:53.749925,2025-06-04 05:23:00.408223,2025-06-04 05:23:50.338374,N07,N19,91.0,R3,done
1385,2025-06-04 01:12:18,2025-06-04 01:12:47.384979,2025-06-04 01:13:02.281278,2025-06-04 01:13:14.642998,2025-06-04 01:13:19.727024,2025-06-04 01:14:09.429405,N06,N08,8.3,R3,done
1386,2025-06-04 10:35:15,2025-06-04 10:38:03.205381,2025-06-04 10:38:10.632167,2025-06-04 10:39:49.740812,2025-06-04 10:39:53.931420,2025-06-04 10:40:47.262716,N06,N07,93.5,R1,done
1387,2025-06-04 08:06:01,2025-06-04 08:10:01.344636,2025-06-04 08:10:16.113437,2025-06-04 08:12:26.011296,2025-06-04 08:12:30.216600,2025-06-04 08:13:17.608283,N05,N13,110.9,R6,done
1388,2025-06-04 04:59:13,2025-06-04 05:01:18.163920,2025-06-04 05:01:25.834555,2025-06-04 05:02:59.794013,2025-06-04 05:03:07.258670,2025-06-04 05:04:21.279302,N10,N15,90.5,R2,done
1389,2025-06-04 10:10:33,2025-06-04 10:11:12.506458,2025-06-04 10:11:26.607176,2025-06-04 10:12:04.235732,2025-06-04 10:12:05.788032,2025-06-04 10:12:52.273239,N20,N14,34.2,R6,done
1390,2025-06-04 06:59:08,2025-06-04 07:00:07.278606,2025-06-04 07:00:12.488496,2025-06-04 07:01:41.310820,2025-06-04 07:01:46.059327,2025-06-04 07:03:15.976785,N07,N20,79.4,R5,done
1391,2025-06-04 10:38:27,2025-06-04 10:40:08.145627,2025-06-04 10:40:15.007927,2025-06-04 10:41:55.664457,2025-06-04 10:42:01.338477,2025-06-04 10:42:54.964720,N08,N02,100.1,R5,done
1392,2025-06-04 20:18:50,2025-06-04 20:19:25.898678,2025-06-04 20:19:31.200756,2025-06-04 20:22:01.765847,2025-06-04 20:22:05.158978,2025-06-04 20:22:56.512576,N05,N11,148.4,R2,done
1393,2025-06-04 18:55:08,2025-06-04 18:57:46.823747,2025-06-04 18:57:59.173815,2025-06-04 18:59:41.721721,2025-06-04 18:59:44.113107,2025-06-04 19:00:39.121964,N17,N19,97.1,R4,done
1394,2025-06-04 03:30:50,2025-06-04 03:31:52.697907,2025-06-04 03:32:00.478790,2025-06-04 03:33:15.549512,2025-06-04 03:33:18.858408,2025-06-04 03:34:23.777119,N20,N03,74.0,R2,done
1395,2025-06-04 17:41:48,2025-06-04 17:43:29.654268,2025-06-04 17:43:34.244179,2025-06-04 17:44:09.735979,2025-06-04 17:44:19.011202,2025-06-04 17:45:32.516749,N17,N12,31.7,R4,done
1396,2025-06-04 07:45:23,2025-06-04 07:45:49.047336,2025-06-04 07:46:04.079753,2025-06-04 07:47:09.639441,2025-06-04 07:47:16.236444,2025-06-04 07:47:45.410375,N17,N16,59.2,R6,cancelled
1397,2025-06-04 12:37:25,2025-06-04 12:38:13.235471,2025-06-04 12:38:29.497203,2025-06-04 12:40:26.614710,2025-06-04 12:40:36.536216,2025-06-04 12:41:27.262827,N19,N02,106.3,R2,done
1398,2025-06-04 08:55:15,2025-06-04 08:55:55.806316,2025-06-04 08:56:06.428034,2025-06-04 08:57:26.902389,2025-06-04 08:57:31.143140,2025-06-04 08:58:31.689503,N13,N07,70.7,R3,done
1399,2025-06-04 10:10:59,2025-06-04 10:13:53.441873,2025-06-04 10:13:53.441873,2025-06-04 10:15:46.034154,2025-06-04 10:15:52.625583,2025-06-04 10:16:25.492474,N12,N09,105.7,R5,done
1400,2025-06-04 17:18:28,2025-06-04 17:19:19.265257,2025-06-04 17:19:26.754278,2025-06-04 17:21:30.163648,2025-06-04 17:21:33.867903,2025-06-04 17:22:53.310981,N17,N12,121.0,R2,done
1401,2025-06-04 12:39:21,2025-06-04 12:40:02.989467,2025-06-04 12:40:13.900320,2025-06-04 12:41:54.084548,2025-06-04 12:41:56.395170,2025-06-04 12:43:05.281166,N14,N15,90.9,R4,done
1402,2025-06-04 10:31:20,2025-06-04 10:32:20.199552,2025-06-04 10:32:27.948777,2025-06-04 10:33:59.651516,2025-06-04 10:34:07.645030,2025-06-04 10:34:53.113763,N09,N13,87.8,R1,done
1403,2025-06-04 08:41:04,2025-06-04 08:41:17.826471,2025-06-04 08:41:26.902219,2025-06-04 08:42:49.971894,2025-06-04 08:42:55.500857,2025-06-04 08:43:39.044342,N12,N03,77.7,R3,done
1404,2025-06-04 13:41:05,2025-06-04 13:41:56.550692,2025-06-04 13:42:05.086902,2025-06-04 13:43:34.204609,2025-06-04 13:43:38.613234,2025-06-04 13:44:35.004294,N09,N08,81.9,R1,done
1405,2025-06-04 10:34:12,2025-06-04 10:35:05.579611,2025-06-04 10:35:14.479343,2025-06-04 10:37:00.831565,2025-06-04 10:37:06.217289,2025-06-04 10:38:04.593419,N11,N07,101.2,R6,done
1406,2025-06-04 09:52:49,2025-06-04 09:54:09.522169,2025-06-04 09:54:26.046982,2025-06-04 09:56:39.337944,2025-06-04 09:56:47.241356,2025-06-04 09:57:18.546754,N09,N07,125.6,R6,done
1407,2025-06-04 05:54:48,2025-06-04 05:55:56.400038,2025-06-04 05:56:05.046904,2025-06-04 05:57:13.922962,2025-06-04 05:57:17.073110,2025-06-04 05:58:11.935484,N18,N09,65.3,R1,done
1408,2025-06-04 09:22:50,2025-06-04 09:23:58.396355,2025-06-04 09:24:10.338478,2025-06-04 09:25:40.385172,2025-06-04 09:25:48.686669,2025-06-04 09:26:22.536444,N13,N20,88.1,R5,done
1409,2025-06-04 00:41:32,2025-06-04 00:42:21.745090,2025-06-04 00:42:21.745090,2025-06-04 00:44:11.944209,2025-06-04 00:44:15.384596,2025-06-04 00:45:01.356244,N05,N13,109.3,R2,done
1410,2025-06-04 17:30:14,2025-06-04 17:30:30.058787,2025-06-04 17:30:32.440798,2025-06-04 17:32:27.128682,2025-06-04 17:32:32.083486,2025-06-04 17:33:34.689562,N17,N19,109.8,R5,done
1411,2025-06-04 17:29:21,2025-06-04 17:29:54.529655,2025-06-04 17:30:05.549182,2025-06-04 17:32:02.755167,2025-06-04 17:32:10.162323,2025-06-04 17:33:04.407380,N03,N11,109.7,R2,done
